PLANT;PURCH_ORD;PN;PURCH_ITEM;PURCH_ORD_QTY;PURCH_DELIV_DATE
71;22.401.299;D010491;22401299/2;70.000;06/03/24
71;22.401.299;D010135;22401299/4;8.500;10/04/24
71;22.401.300;D003277;22401300/1;4.500;02/05/24
71;22.401.301;D003710;22401301/2;21.000;19/04/24
71;22.401.301;D011261;22401301/1;61.000;15/04/24
71;22.401.302;D003711;22401302/3;4.300;03/05/24
71;22.401.302;D011320;22401302/1;9.200;03/04/24
71;22.401.302;D003709;22401302/2;20.200;22/04/24
71;22.401.303;F000083;22401303/1;200;22/03/24
71;22.401.319;A006584;22401319/1;1;14/02/24
71;22.401.320;A004113;22401320/1;1;14/02/24
71;22.401.321;F003535;22401321/1;1;14/02/24
71;22.401.322;F003077;22401322/1;1;19/02/24
71;22.401.324;B005883;22401324/1;1;20/02/24
71;22.401.325;B005881;22401325/1;1;20/02/24
71;22.401.326;C005023;22401326/1;1;20/02/24
71;22.401.327;C005023;22401327/1;1;20/02/24
71;22.401.328;F000571;22401328/1;1;22/02/24
71;22.401.329;A006811;22401329/1;10.714;26/02/24
71;22.401.331;D011530;22401331/1;25.000;08/05/24
71;22.401.333;F001121;22401333/1;105;12/04/24
71;22.401.334;F002375;22401334/2;10;08/03/24
71;22.401.334;F000760;22401334/1;10;08/03/24
71;22.401.335;F002272;22401335/1;1;23/02/24
71;22.401.336;F000164;22401336/1;200;13/03/24
71;22.401.338;A007664;22401338/1;1;14/02/24
71;22.401.340;F002483;22401340/1;1;13/02/24
71;22.401.348;F001479;22401348/1;50;22/03/24
71;22.401.349;F003547;22401349/1;50;05/03/24
71;22.401.349;F003392;22401349/2;100;07/05/24
71;22.401.350;F003569;22401350/1;25;05/03/24
71;22.401.351;F003570;22401351/1;2;18/03/24
71;22.401.352;F003721;22401352/1;60;12/03/24
71;22.401.353;F003836;22401353/1;50;06/03/24
71;22.401.354;F003894;22401354/1;20;16/04/24
71;22.401.356;F002450;22401356/1;25;15/03/24
71;22.401.359;F003394;22401359/1;6;22/03/24
71;22.401.360;F000142;22401360/1;720;15/03/24
71;22.401.361;F002543;22401361/1;30;07/03/24
71;22.401.362;D011229;22401362/1;23.000;26/02/24
71;22.401.367;E002713;22401367/1;75;10/04/24
71;22.401.368;E003444;22401368/1;1.650;24/04/24
71;22.401.369;E004402;22401369/1;36;21/02/24
71;22.401.370;E004557;22401370/1;400;25/03/24
71;22.401.370;E004558;22401370/2;400;25/03/24
71;22.401.371;E003550;22401371/1;33.600;20/05/24
71;22.401.374;F001184;22401374/1;320;18/03/24
71;22.401.375;F003687;22401375/1;25;08/03/24
71;22.401.376;D010511;22401376/1;23.850;22/03/24
71;22.401.376;D011046;22401376/2;25.000;22/03/24
71;22.401.377;D011047;22401377/2;26.000;21/03/24
71;22.401.377;D010512;22401377/1;23.250;21/03/24
71;22.401.378;D011791;22401378/3;21.000;04/06/24
71;22.401.378;D011766;22401378/2;9.750;03/04/24
71;22.401.378;D011768;22401378/1;9.750;03/04/24
71;22.401.380;E004567;22401380/1;23.520;20/05/24
71;22.401.381;D000332;22401381/1;2.000;12/04/24
71;22.401.382;D003927;22401382/1;41.000;05/06/24
71;22.401.383;F001079;22401383/1;900;28/02/24
71;22.401.384;E004477;22401384/1;72;19/02/24
71;22.401.384;E004478;22401384/2;72;19/02/24
71;22.401.387;A006584;22401387/1;1;15/02/24
71;22.401.388;F003919;22401388/1;1;16/02/24
71;22.401.389;F003918;22401389/1;1;19/02/24
71;22.401.390;A007859;22401390/1;1;15/02/24
71;22.401.391;A002490;22401391/1;1;15/02/24
71;22.401.392;B005771;22401392/1;1;15/02/24
71;22.401.393;B005771;22401393/1;1;15/02/24
71;22.401.394;A008004;22401394/1;1;15/02/24
71;22.401.395;A007124;22401395/1;1;15/02/24
71;22.401.397;A007455;22401397/4;10.000;15/03/24
71;22.401.397;A007455;22401397/3;10.000;15/03/24
71;22.401.397;A007455;22401397/2;10.000;15/03/24
71;22.401.397;A007455;22401397/1;10.000;15/03/24
71;22.401.398;D003018;22401398/1;600;25/03/24
71;22.401.399;A007821;22401399/1;8.000;21/02/24
71;22.401.407;F003741;22401407/2;1;13/02/24
71;22.401.407;F003741;22401407/1;1;12/02/24
71;22.401.409;A007354;22401409/1;1;13/02/24
71;22.401.411;A001673;22401411/1;8.300;28/02/24
71;22.401.412;F002112;22401412/1;200;23/04/24
71;22.401.414;E002776;22401414/1;1;15/02/24
71;22.401.415;D008464;22401415/2;12.500;09/05/24
71;22.401.415;D003928;22401415/1;37.500;20/05/24
71;22.401.415;D008465;22401415/3;24.500;09/05/24
71;22.401.416;D008517;22401416/2;20.000;23/04/24
71;22.401.416;D007521;22401416/1;35.500;10/04/24
71;22.401.417;D008518;22401417/1;20.000;19/04/24
71;22.401.418;F001965;22401418/2;50;05/04/24
71;22.401.418;F000003;22401418/1;600;05/04/24
71;22.401.419;F000101;22401419/1;10;08/04/24
71;22.401.421;F000878;22401421/1;30;16/04/24
71;22.401.422;F000213;22401422/1;640;08/04/24
71;22.401.423;F000303;22401423/1;10;18/03/24
71;22.401.424;F001302;22401424/1;1.500;04/04/24
71;22.401.425;F001815;22401425/1;250;02/05/24
71;22.401.427;F003394;22401427/2;2;22/03/24
71;22.401.427;F001868;22401427/1;500;16/04/24
71;22.401.428;F001919;22401428/1;70;12/04/24
71;22.401.429;F001934;22401429/1;5;08/04/24
71;22.401.430;F003281;22401430/1;4;29/03/24
71;22.401.431;F003318;22401431/1;85;12/03/24
71;22.401.432;F003392;22401432/1;25;05/03/24
71;22.401.433;F002792;22401433/1;1;15/03/24
71;22.401.434;F002795;22401434/1;3;17/04/24
71;22.401.435;F003442;22401435/1;20;15/03/24
71;22.401.440;F001663;22401440/1;1;13/02/24
71;22.401.446;A006344;22401446/1;1;13/02/24
71;22.401.447;F003388;22401447/1;100;15/03/24
71;22.401.449;E003626;22401449/5;150;03/07/24
71;22.401.449;E003858;22401449/4;750;09/04/24
71;22.401.449;E001248;22401449/2;100;29/04/24
71;22.401.449;E000272;22401449/1;110;29/04/24
71;22.401.449;E003763;22401449/3;600;09/04/24
71;22.401.450;E002315;22401450/1;5.760;19/04/24
71;22.401.451;E004101;22401451/1;45;19/06/24
71;22.401.452;E004493;22401452/1;50.000;27/05/24
71;22.401.456;B001302;22401456/1;1;27/02/24
71;22.401.459;D003673;22401459/1;52.000;03/05/24
71;22.401.459;D011772;22401459/3;10.500;04/04/24
71;22.401.459;D005937;22401459/2;9.000;10/04/24
71;22.401.460;D008946;22401460/4;9.000;21/03/24
71;22.401.460;D005939;22401460/3;9.000;10/04/24
71;22.401.460;D003929;22401460/2;36.750;06/06/24
71;22.401.460;D009652;22401460/7;27.500;27/03/24
71;22.401.460;D003674;22401460/1;51.000;02/05/24
71;22.401.460;D009650;22401460/6;14.000;19/04/24
71;22.401.460;D009423;22401460/5;14.000;04/04/24
71;22.401.461;D000681;22401461/2;400;08/03/24
71;22.401.461;D006932;22401461/1;1.000;11/04/24
71;22.401.462;D009931;22401462/5;20.000;25/03/24
71;22.401.462;D010841;22401462/6;8.400;16/04/24
71;22.401.462;D009653;22401462/4;9.000;28/03/24
71;22.401.462;D009651;22401462/2;17.000;28/03/24
71;22.401.462;D009649;22401462/1;13.500;19/04/24
71;22.401.462;D009422;22401462/3;14.000;11/04/24
71;22.401.463;F003872;22401463/1;375;29/03/24
71;22.401.465;F003443;22401465/1;400;05/03/24
71;22.401.468;F000120;22401468/2;1;13/02/24
71;22.401.468;F002761;22401468/1;1;13/02/24
71;22.401.470;D006944;22401470/5;113.500;06/03/24
71;22.401.470;D006944;22401470/6;139.500;04/07/24
71;22.401.470;D009584;22401470/4;20.600;21/05/24
71;22.401.470;D010842;22401470/2;8.000;15/04/24
71;22.401.470;D009930;22401470/1;18.000;21/03/24
71;22.401.470;D011773;22401470/3;10.500;04/03/24
71;22.401.471;D010671;22401471/2;8.500;11/04/24
71;22.401.471;D009932;22401471/1;13.500;25/03/24
71;22.401.472;D008846;22401472/1;8.500;26/02/24
71;22.401.474;F000180;22401474/2;100;04/04/24
71;22.401.474;F000285;22401474/3;420;10/04/24
71;22.401.474;F001848;22401474/1;50;24/04/24
71;22.401.475;F000960;22401475/1;150;05/04/24
71;22.401.475;F000007;22401475/2;300;05/04/24
71;22.401.476;F000101;22401476/1;10;04/03/24
71;22.401.477;F001688;22401477/1;20;21/03/24
71;22.401.479;F002051;22401479/2;1;17/04/24
71;22.401.480;F001651;22401480/1;2.500;08/04/24
71;22.401.483;F000261;22401483/1;6.600;15/03/24
71;22.401.486;E000728;22401486/3;500;31/05/24
71;22.401.486;E002412;22401486/2;1.650;18/03/24
71;22.401.486;E004328;22401486/1;1.100;29/04/24
71;22.401.488;D009583;22401488/4;20.600;21/05/24
71;22.401.488;D006706;22401488/2;17.850;23/04/24
71;22.401.488;D001074;22401488/1;17.850;23/04/24
71;22.401.488;D005650;22401488/3;77.500;06/03/24
71;22.401.490;F000169;22401490/1;500;10/05/24
71;22.401.495;A006584;22401495/1;1;20/02/24
71;22.401.496;B004614;22401496/1;1;20/02/24
71;22.401.497;A007664;22401497/1;1;19/02/24
71;22.401.498;A007786;22401498/1;1;22/02/24
71;22.401.499;F002446;22401499/1;1;22/02/24
71;22.401.500;C004483;22401500/1;1;20/02/24
71;22.401.501;F003223;22401501/1;1;22/02/24
71;22.401.502;F003534;22401502/1;1;22/02/24
71;22.401.504;A007664;22401504/1;1;20/02/24
71;22.401.505;F002088;22401505/1;25;29/02/24
71;22.401.506;F002446;22401506/1;1;26/02/24
71;22.401.507;F000792;22401507/1;75;15/03/24
71;22.401.508;F001816;22401508/1;1.000;30/05/24
71;22.401.509;F003895;22401509/2;100;12/04/24
71;22.401.509;F000877;22401509/1;400;12/04/24
71;22.401.510;F000304;22401510/1;10;02/04/24
71;22.401.510;F000307;22401510/2;240;02/04/24
71;22.401.511;F000638;22401511/1;125;02/04/24
71;22.401.512;F001273;22401512/1;1.600;11/04/24
71;22.401.513;F001868;22401513/1;1.000;08/03/24
71;22.401.514;F001149;22401514/1;100;28/03/24
71;22.401.515;F000923;22401515/1;225;06/05/24
71;22.401.516;F001962;22401516/2;614,141;12/04/24
71;22.401.516;F001609;22401516/1;576,009;25/03/24
71;22.401.517;F002222;22401517/1;40;10/04/24
71;22.401.518;F001794;22401518/1;1.000;12/04/24
71;22.401.519;F002082;22401519/1;125;15/03/24
71;22.401.520;F002067;22401520/1;1;10/04/24
71;22.401.521;F002358;22401521/2;225;10/04/24
71;22.401.521;F002355;22401521/1;80;08/05/24
71;22.401.522;F002717;22401522/1;100;12/04/24
71;22.401.523;E003754;22401523/2;540;29/03/24
71;22.401.523;E003660;22401523/3;1.000;29/04/24
71;22.401.523;E003881;22401523/4;200;29/03/24
71;22.401.523;E004335;22401523/1;300;22/03/24
71;22.401.524;D005170;22401524/1;26.500;25/03/24
71;22.401.525;D011144;22401525/1;14.500;27/03/24
71;22.401.526;D009730;22401526/3;10.500;25/03/24
71;22.401.526;D011163;22401526/1;2.000;08/04/24
71;22.401.526;D009391;22401526/2;9.000;03/04/24
71;22.401.527;D005167;22401527/3;27.500;26/03/24
71;22.401.527;D011548;22401527/1;14.200;11/04/24
71;22.401.527;D011623;22401527/2;34.000;24/04/24
71;22.401.528;D011667;22401528/2;110.000;13/03/24
71;22.401.528;D011667;22401528/1;110.000;08/03/24
71;22.401.529;D010950;22401529/5;23.100;10/04/24
71;22.401.529;D009212;22401529/4;49.000;06/06/24
71;22.401.529;D005633;22401529/2;21.000;06/06/24
71;22.401.529;D009392;22401529/3;9.000;02/04/24
71;22.401.529;D011564;22401529/1;32.000;15/04/24
71;22.401.530;D006705;22401530/1;35.700;23/04/24
71;22.401.531;D003056;22401531/1;1.200;19/04/24
71;22.401.532;B005953;22401532/1;1;19/02/24
71;22.401.533;B006158;22401533/1;1;19/02/24
71;22.401.534;A005615;22401534/1;1;19/02/24
71;22.401.536;B002092;22401536/1;1;19/02/24
71;22.401.537;B004368;22401537/1;1;19/02/24
71;22.401.538;C002565;22401538/1;1;19/02/24
71;22.401.539;E003493;22401539/1;87.480;29/04/24
71;22.401.540;D001703;22401540/1;1.000;05/04/24
71;22.401.541;D001083;22401541/1;1.000;08/04/24
71;22.401.542;B005953;22401542/1;1;29/02/24
71;22.401.544;E002802;22401544/3;250;03/05/24
71;22.401.544;E002804;22401544/2;250;03/05/24
71;22.401.544;E001086;22401544/1;600;06/05/24
71;22.401.554;F000840;22401554/1;25;08/03/24
71;22.401.555;F001398;22401555/1;1.000;04/04/24
71;22.401.556;F000517;22401556/1;100;19/04/24
71;22.401.557;F000922;22401557/1;50;15/04/24
71;22.401.558;F002510;22401558/1;25;06/03/24
71;22.401.559;F002704;22401559/1;100;24/04/24
71;22.401.560;F003397;22401560/1;60;27/03/24
71;22.401.561;D005168;22401561/1;21.000;25/03/24
71;22.401.561;D005123;22401561/2;105.000;05/04/24
71;22.401.562;E000095;22401562/1;5.000;03/05/24
71;22.401.563;E001897;22401563/1;3.000;02/04/24
71;22.401.564;E003957;22401564/1;80;29/04/24
71;22.401.565;E004172;22401565/1;1.000;03/05/24
71;22.401.566;D010949;22401566/1;23.100;11/04/24
71;22.401.567;D005121;22401567/1;95.000;08/04/24
71;22.401.567;D010864;22401567/3;27.000;02/05/24
71;22.401.567;D010875;22401567/4;12.500;05/04/24
71;22.401.567;D010861;22401567/2;27.000;02/05/24
71;22.401.574;A007548;22401574/2;2;16/02/24
71;22.401.574;A007550;22401574/1;2;16/02/24
71;22.401.583;E004455;22401583/1;400;26/02/24
71;22.401.585;E002315;22401585/1;19.440;18/03/24
71;22.401.592;C003834;22401592/1;1;21/02/24
71;22.401.593;A006584;22401593/1;1;21/02/24
71;22.401.594;B004368;22401594/1;1;21/02/24
71;22.401.595;B005439;22401595/1;1;21/02/24
71;22.401.596;B006332;22401596/1;1;21/02/24
71;22.401.597;B004821;22401597/1;1;21/02/24
71;22.401.598;B006067;22401598/1;1;21/02/24
71;22.401.599;B002097;22401599/1;1;21/02/24
71;22.401.600;B004575;22401600/1;1;21/02/24
71;22.401.601;F001919;22401601/1;1;23/02/24
71;22.401.603;F003027;22401603/1;200;05/03/24
71;22.401.607;D010944;22401607/1;2.000;19/02/24
71;22.401.609;B002097;22401609/1;1;19/02/24
71;22.401.609;A006843;22401609/4;1;19/02/24
71;22.401.609;A007612;22401609/2;2;19/02/24
71;22.401.609;A007613;22401609/3;2;19/02/24
71;22.401.612;F002408;22401612/1;1;23/02/24
71;22.401.613;F002408;22401613/1;1;23/02/24
71;22.401.614;B006352;22401614/1;1;21/02/24
71;22.401.615;B001320;22401615/1;1;20/02/24
71;22.401.616;B004368;22401616/1;1;21/02/24
71;22.401.617;A007612;22401617/1;2;19/02/24
71;22.401.617;A007613;22401617/2;2;19/02/24
71;22.401.617;A007613;22401617/3;1;19/02/24
71;22.401.618;A007623;22401618/2;63.333;28/02/24
71;22.401.618;A007623;22401618/1;63.333;28/02/24
71;22.401.619;E003493;22401619/1;87.480;18/04/24
71;22.401.622;A004029;22401622/4;5.100;10/04/24
71;22.401.622;A004029;22401622/8;5.100;10/04/24
71;22.401.622;A004029;22401622/7;5.100;10/04/24
71;22.401.622;A004029;22401622/3;5.100;10/04/24
71;22.401.622;A004029;22401622/5;5.100;10/04/24
71;22.401.622;A004029;22401622/6;5.100;10/04/24
71;22.401.622;A004029;22401622/1;5.100;10/04/24
71;22.401.622;A004029;22401622/2;5.100;10/04/24
71;22.401.629;E004455;22401629/1;400;05/03/24
71;22.401.638;A007929;22401638/2;10.000;28/02/24
71;22.401.638;A007929;22401638/1;10.000;28/02/24
71;22.401.638;A007929;22401638/3;10.000;28/02/24
71;22.401.639;E004268;22401639/1;1.500;17/05/24
71;22.401.639;E004240;22401639/2;1.000;10/07/24
71;22.401.640;F003525;22401640/1;1;19/02/24
71;22.401.640;F003525;22401640/2;1;28/02/24
71;22.401.641;D005500;22401641/1;200.000;08/03/24
71;22.401.642;F003068;22401642/2;1;19/02/24
71;22.401.642;F002628;22401642/3;1;19/02/24
71;22.401.642;F000862;22401642/1;1;19/02/24
71;22.401.643;B004368;22401643/1;1;23/02/24
71;22.401.644;D005500;22401644/1;200.000;08/03/24
71;22.401.646;C005007;22401646/1;1;23/02/24
71;22.401.647;B006361;22401647/1;1;22/02/24
71;22.401.648;A007664;22401648/1;1;22/02/24
71;22.401.650;A007664;22401650/1;1;22/02/24
71;22.401.657;F003407;22401657/2;700;23/04/24
71;22.401.657;F003407;22401657/1;300;22/03/24
71;22.401.658;F002134;22401658/1;256;20/02/24
71;22.401.661;F000207;22401661/1;1.200;19/03/24
71;22.401.661;F000990;22401661/2;900;08/04/24
71;22.401.662;F000296;22401662/1;100;26/03/24
71;22.401.663;F001563;22401663/1;3.200;04/04/24
71;22.401.664;F001674;22401664/1;25;05/04/24
71;22.401.665;F000537;22401665/1;100;05/04/24
71;22.401.666;F000469;22401666/2;420;03/05/24
71;22.401.666;F000180;22401666/1;250;24/04/24
71;22.401.666;F000098;22401666/3;1.750;17/05/24
71;22.401.667;F000924;22401667/1;480;30/04/24
71;22.401.668;F001444;22401668/1;50;21/06/24
71;22.401.668;F002301;22401668/2;75;15/04/24
71;22.401.669;F001495;22401669/1;1.520;03/05/24
71;22.401.670;F001868;22401670/1;200;05/04/24
71;22.401.671;F002304;22401671/1;60;06/05/24
71;22.401.672;F002784;22401672/1;275;27/03/24
71;22.401.673;F002827;22401673/1;1;21/03/24
71;22.401.674;F001116;22401674/1;50;26/03/24
71;22.401.675;F000190;22401675/2;25;19/04/24
71;22.401.675;F001283;22401675/1;25;20/03/24
71;22.401.676;F003819;22401676/1;1;15/03/24
71;22.401.677;D005428;22401677/1;3.168;23/02/24
71;22.401.678;D011811;22401678/1;52.250;03/04/24
71;22.401.679;D011812;22401679/2;63.500;15/04/24
71;22.401.679;D009430;22401679/1;31.500;03/05/24
71;22.401.680;E004571;22401680/1;2.700;02/04/24
71;22.401.681;E002786;22401681/1;15.000;24/05/24
71;22.401.682;E004483;22401682/2;200;21/02/24
71;22.401.682;E004479;22401682/1;240;21/02/24
71;22.401.683;D003900;22401683/4;21.000;07/05/24
71;22.401.683;D009467;22401683/2;42.000;03/06/24
71;22.401.683;D006324;22401683/7;63.750;10/05/24
71;22.401.683;D009467;22401683/3;45.000;03/09/24
71;22.401.683;D004531;22401683/5;10.500;06/06/24
71;22.401.683;D009458;22401683/1;31.500;02/05/24
71;22.401.683;D011813;22401683/6;64.000;02/04/24
71;22.401.684;D009466;22401684/1;42.000;07/06/24
71;22.401.684;D004530;22401684/3;10.500;06/06/24
71;22.401.684;D009466;22401684/2;45.000;03/09/24
71;22.401.685;D001254;22401685/1;1.000;06/05/24
71;22.401.685;D002774;22401685/2;1.000;06/05/24
71;22.401.686;D005632;22401686/2;20.000;06/06/24
71;22.401.686;D003899;22401686/1;20.000;07/05/24
71;22.401.687;D011814;22401687/1;21.500;03/04/24
71;22.401.687;D006322;22401687/2;42.750;08/05/24
71;22.401.687;D006323;22401687/3;20.600;09/05/24
71;22.401.688;E001511;22401688/1;91.200;03/04/24
71;22.401.689;E002171;22401689/2;50.000;19/04/24
71;22.401.689;E002170;22401689/1;40.320;19/04/24
71;22.401.690;E001611;22401690/1;32.340;09/04/24
71;22.401.690;E001612;22401690/2;32.400;09/04/24
71;22.401.692;D010936;22401692/1;5.500;13/03/24
71;22.401.692;D010948;22401692/2;5.500;13/03/24
71;22.401.697;F003283;22401697/1;90,7;21/03/24
71;22.401.701;B004696;22401701/1;400;03/07/24
71;22.401.703;F002175;22401703/1;1.000;10/05/24
71;22.401.704;F002520;22401704/1;125;10/04/24
71;22.401.705;F002524;22401705/1;125;09/04/24
71;22.401.707;F002525;22401707/1;100;27/03/24
71;22.401.708;F003089;22401708/1;480;10/04/24
71;22.401.709;F003090;22401709/1;100;05/04/24
71;22.401.710;F003620;22401710/3;90,7;24/04/24
71;22.401.710;F003618;22401710/4;20;24/04/24
71;22.401.710;F003619;22401710/5;20;24/04/24
71;22.401.710;F003613;22401710/2;50;24/04/24
71;22.401.710;F003617;22401710/1;25;24/04/24
71;22.401.711;F003796;22401711/1;1;26/02/24
71;22.401.712;F003314;22401712/1;1;26/02/24
71;22.401.713;F000301;22401713/1;1;26/02/24
71;22.401.714;C001014;22401714/1;1;23/02/24
71;22.401.715;C004362;22401715/1;1;26/02/24
71;22.401.716;D002711;22401716/1;2.200;02/04/24
71;22.401.717;B005252;22401717/1;1;27/02/24
71;22.401.718;B001622;22401718/1;1;27/02/24
71;22.401.719;A005625;22401719/1;1;27/02/24
71;22.401.720;A007482;22401720/1;7.000;19/03/24
71;22.401.721;A007482;22401721/1;7.000;26/02/24
71;22.401.722;D011815;22401722/1;21.500;02/04/24
71;22.401.725;A007337;22401725/1;20.000;15/03/24
71;22.401.729;E004422;22401729/1;500;27/07/24
71;22.401.730;D010480;22401730/2;30;09/05/24
71;22.401.730;D010480;22401730/1;40;08/03/24
71;22.401.731;D005515;22401731/1;560;05/03/24
71;22.401.735;F003095;22401735/1;10;10/05/24
71;22.401.736;F002502;22401736/1;1;05/03/24
71;22.401.737;F003807;22401737/1;1;26/02/24
71;22.401.738;F003807;22401738/1;1;26/02/24
71;22.401.740;F003929;22401740/1;1;29/02/24
71;22.401.741;F003065;22401741/1;1;29/02/24
71;22.401.742;B002628;22401742/1;1;28/02/24
71;22.401.743;C005008;22401743/1;1;28/02/24
71;22.401.744;B006404;22401744/1;1;01/03/24
71;22.401.745;F002417;22401745/1;1;29/02/24
71;22.401.746;F003063;22401746/7;50;25/03/24
71;22.401.746;F003066;22401746/10;4;18/03/24
71;22.401.746;F003331;22401746/4;80;18/03/24
71;22.401.746;F003062;22401746/6;35;18/03/24
71;22.401.746;F003064;22401746/8;40;18/03/24
71;22.401.746;F003660;22401746/1;220;18/03/24
71;22.401.746;F001515;22401746/12;1;18/03/24
71;22.401.746;F001186;22401746/11;30;02/04/24
71;22.401.746;F003061;22401746/5;25;15/03/24
71;22.401.746;F003065;22401746/9;15;18/03/24
71;22.401.746;F003661;22401746/2;20;18/03/24
71;22.401.746;F003869;22401746/3;120;18/03/24
71;22.401.747;F003662;22401747/1;300;04/07/24
71;22.401.747;F003069;22401747/2;100;26/03/24
71;22.401.747;F000180;22401747/5;150;03/05/24
71;22.401.747;F001057;22401747/4;50;26/03/24
71;22.401.747;F003074;22401747/3;1;26/03/24
71;22.401.748;F003721;22401748/1;60;15/03/24
71;22.401.749;F003776;22401749/1;300;13/06/24
71;22.401.751;F003815;22401751/1;25;15/03/24
71;22.401.752;F003113;22401752/1;5.000;29/03/24
71;22.401.753;F003231;22401753/1;25;04/03/24
71;22.401.754;F000744;22401754/1;10;05/04/24
71;22.401.755;F000841;22401755/1;480;08/04/24
71;22.401.756;F001308;22401756/1;240;06/04/24
71;22.401.757;F001363;22401757/1;199,6;16/05/24
71;22.401.758;E003952;22401758/1;50.000;15/03/24
71;22.401.759;D011486;22401759/1;19.500;26/02/24
71;22.401.761;D011487;22401761/1;19.500;23/02/24
71;22.401.762;F000214;22401762/1;320;08/04/24
71;22.401.762;F003085;22401762/2;320;11/04/24
71;22.401.763;F003086;22401763/1;320;08/04/24
71;22.401.764;F001965;22401764/1;50;05/04/24
71;22.401.765;F001988;22401765/1;10;09/04/24
71;22.401.768;F002029;22401768/1;5.800;27/05/24
71;22.401.769;E000095;22401769/1;5.000;05/06/24
71;22.401.773;E002255;22401773/1;26.100;04/06/24
71;22.401.774;E002273;22401774/1;108.000;19/04/24
71;22.401.774;E002801;22401774/2;268.800;01/07/24
71;22.401.775;D007384;22401775/1;56.000;10/05/24
71;22.401.775;D010460;22401775/4;200.000;08/07/24
71;22.401.775;D010460;22401775/3;100.000;10/06/24
71;22.401.775;D010460;22401775/2;105.000;15/05/24
71;22.401.775;D010460;22401775/5;200.000;11/09/24
71;22.401.777;A007349;22401777/1;30.000;15/03/24
71;22.401.778;D006635;22401778/2;38.500;06/05/24
71;22.401.778;D007385;22401778/1;47.500;23/05/24
71;22.401.779;D007601;22401779/2;10.000;29/04/24
71;22.401.779;D007399;22401779/1;4.000;10/05/24
71;22.401.780;E003055;22401780/1;79.360;03/05/24
71;22.401.780;E003055;22401780/2;99.200;30/04/24
71;22.401.781;E003490;22401781/2;100;29/04/24
71;22.401.781;E003470;22401781/1;700;03/05/24
71;22.401.781;E003611;22401781/3;250;17/04/24
71;22.401.783;D006457;22401783/2;11.200;10/06/24
71;22.401.783;D006457;22401783/4;11.200;11/09/24
71;22.401.783;D006457;22401783/3;11.200;08/07/24
71;22.401.783;D006457;22401783/1;16.800;13/05/24
71;22.401.784;D006634;22401784/1;40.000;06/05/24
71;22.401.796;D006358;22401796/1;613.500;15/05/24
71;22.401.797;D010893;22401797/1;3.000;29/02/24
71;22.401.797;D010894;22401797/2;6.000;02/04/24
71;22.401.803;F002646;22401803/1;1;22/02/24
71;22.401.804;E002293;22401804/1;100.000;27/06/24
71;22.401.804;E002293;22401804/2;100.000;04/07/24
71;22.401.805;A007454;22401805/1;4.255;19/03/24
71;22.401.805;A007454;22401805/2;745;19/03/24
71;22.401.806;F002702;22401806/1;1;13/03/24
71;22.401.807;F002893;22401807/1;100;15/03/24
71;22.401.808;F002449;22401808/1;100;08/05/24
71;22.401.809;F002501;22401809/1;5;05/04/24
71;22.401.810;F002678;22401810/2;575;22/03/24
71;22.401.810;F002408;22401810/1;900;16/05/24
71;22.401.811;F001193;22401811/1;100;19/04/24
71;22.401.812;F002274;22401812/1;300;04/04/24
71;22.401.813;F002629;22401813/1;200;13/05/24
71;22.401.814;F002910;22401814/1;25;24/04/24
71;22.401.815;F002911;22401815/1;612,355;10/04/24
71;22.401.816;F002993;22401816/1;90;30/03/24
71;22.401.817;F003057;22401817/1;600;02/04/24
71;22.401.818;F003076;22401818/1;960;08/04/24
71;22.401.819;F003077;22401819/1;150;27/03/24
71;22.401.820;F003539;22401820/1;3.000;14/05/24
71;22.401.821;E004333;22401821/1;40;27/02/24
71;22.401.831;B005239;22401831/2;1;26/02/24
71;22.401.831;B005239;22401831/1;1;26/02/24
71;22.401.842;A007664;22401842/1;1;28/02/24
71;22.401.843;C003834;22401843/1;1;28/02/24
71;22.401.844;D008619;22401844/3;3.500;07/05/24
71;22.401.844;D008806;22401844/4;11.500;04/06/24
71;22.401.844;D008510;22401844/5;9.700;17/06/24
71;22.401.844;D008582;22401844/2;11.500;06/05/24
71;22.401.844;D008532;22401844/1;88.400;04/04/24
71;22.401.844;D008808;22401844/6;7.000;06/05/24
71;22.401.845;F003471;22401845/1;1;28/02/24
71;22.401.846;A007774;22401846/1;1;28/02/24
71;22.401.847;D008618;22401847/3;4.000;10/05/24
71;22.401.847;D004686;22401847/4;13.000;10/06/24
71;22.401.847;D008583;22401847/2;12.000;06/05/24
71;22.401.847;D008735;22401847/5;16.000;15/05/24
71;22.401.847;D008533;22401847/1;80.000;04/04/24
71;22.401.847;D008511;22401847/7;8.000;20/06/24
71;22.401.847;D008807;22401847/6;10.500;04/06/24
71;22.401.848;A007908;22401848/1;1;28/02/24
71;22.401.849;B005771;22401849/1;1;28/02/24
71;22.401.850;B004806;22401850/1;1;28/02/24
71;22.401.851;B005953;22401851/1;1;28/02/24
71;22.401.852;D008534;22401852/1;80.000;05/04/24
71;22.401.852;D008512;22401852/2;8.000;26/06/24
71;22.401.852;D008947;22401852/3;10.500;10/04/24
71;22.401.853;B006119;22401853/1;1;28/02/24
71;22.401.854;D005791;22401854/1;13.000;10/06/24
71;22.401.854;D008734;22401854/2;22.500;16/05/24
71;22.401.854;D008144;22401854/3;53.000;16/04/24
71;22.401.855;D004937;22401855/1;1.000;17/04/24
